cellosaurus:CVCL_UJ32	A549 ATGL-KO	1	368	
cellosaurus:CVCL_VR73	A549 dCas9-KRAB	1	369	
cellosaurus:CVCL_YZ46	A549 DHODH-/-	1	370	
cellosaurus:CVCL_JK07	A549 EML4-ALK	1	371	
cellosaurus:CVCL_RT13	A549 GFP-EGFR	1	372	
cellosaurus:CVCL_RQ89	A549 GFP-STAT1	1	373	
cellosaurus:CVCL_RX08	A549 L2A6	1	374	
cellosaurus:CVCL_RX09	A549 L2G9	1	375	
cellosaurus:CVCL_LB65	A549 MX10	1	376	
cellosaurus:CVCL_DF39	A549 NucLight Green	1	377	
cellosaurus:CVCL_DF40	A549 NucLight Red	1	378	
cellosaurus:CVCL_XY99	A549 OS8	1	379	
cellosaurus:CVCL_LI35	A549 VIM RFP	1	380	
cellosaurus:CVCL_4V06	A549(VM)28	1	381	
cellosaurus:CVCL_4V07	A549(VP)28	1	382	
cellosaurus:CVCL_XE67	A549-5Fu	1	383	
cellosaurus:CVCL_XE68	A549-Cas9-538	1	384	
cellosaurus:CVCL_IP03	A549-CR	1	385	
cellosaurus:CVCL_5I73	A549-Dual	1	386	
cellosaurus:CVCL_XB31	A549-EGFP	1	387	
cellosaurus:CVCL_QZ76	A549-eGFP-Puro	1	388	
cellosaurus:CVCL_XI06	A549-ESM	1	389	
cellosaurus:CVCL_QZ77	A549-Fluc-Neo/eGFP-Puro	1	390	
cellosaurus:CVCL_QZ78	A549-Fluc-Neo/iRFP-Puro	1	391	
cellosaurus:CVCL_QZ79	A549-Fluc-Puro	1	392	
cellosaurus:CVCL_QZ80	A549-hNIS-Neo	1	393	
cellosaurus:CVCL_QZ81	A549-hNIS-Neo/eGFP-Puro	1	394	
cellosaurus:CVCL_QZ82	A549-hNIS-Neo/Fluc-Puro	1	395	
cellosaurus:CVCL_QZ83	A549-hNIS-Neo/iRFP-Puro	1	396	
cellosaurus:CVCL_QZ84	A549-iRFP-Neo	1	397	
cellosaurus:CVCL_QZ85	A549-iRFP-Puro	1	398	
cellosaurus:CVCL_J242	A549-Luc	1	399	
cellosaurus:CVCL_5J13	A549-luc-C8	1	400	
cellosaurus:CVCL_UR31	A549-Luc2	1	401	
cellosaurus:CVCL_XE69	A549-Luc2-tdT-2	1	402	
cellosaurus:CVCL_XB30	A549-mCherry	1	403	
cellosaurus:CVCL_5I86	A549-Red-FLuc	1	404	
cellosaurus:CVCL_W218	A549-Taxol	1	405	
cellosaurus:CVCL_XB27	A549-tdT	1	406	
cellosaurus:CVCL_4Z15	A549.EpoB40	1	407	
cellosaurus:CVCL_IY87	A549/8	1	408	
cellosaurus:CVCL_YA87	A549/Asc-1	1	409	
cellosaurus:CVCL_H268	A549/CPT	1	410	
cellosaurus:CVCL_JY87	A549/GFP	1	411	
cellosaurus:CVCL_KS36	A549/NFkB-luc	1	412	
cellosaurus:CVCL_UJ49	A549/SF	1	413	
cellosaurus:CVCL_W190	A549/TXL10	1	414	
cellosaurus:CVCL_W191	A549/TXL20	1	415	
cellosaurus:CVCL_W192	A549/TXL5	1	416	
cellosaurus:CVCL_ZX73	A549L0	1	417	
cellosaurus:CVCL_RQ47	A549rCDDP2000	1	418	
cellosaurus:CVCL_U656	AE1-2a	1	419	
cellosaurus:CVCL_8470	AE1201	1	420	
cellosaurus:CVCL_KV97	InCELL Hunter A549 EP300 Bromodomain	1	421	
cellosaurus:CVCL_KV98	InCELL Hunter A549 G9a Methyltransferase	1	422	
cellosaurus:CVCL_KV99	InCELL Hunter A549 GLP Methyltransferase	1	423	
cellosaurus:CVCL_KW00	InCELL Hunter A549 PRMT3 Methyltransferase	1	424	
cellosaurus:CVCL_5992	JHU-028	1	425	
cellosaurus:CVCL_W340	K209	1	426	
cellosaurus:CVCL_ZI99	LanthaScreen ATF2 (19-106) A549	1	427	
cellosaurus:CVCL_YJ75	LINTERNA A549	1	428	
cellosaurus:CVCL_A9P0	NF-KappaB reporter (Luc)-A549	1	429	
cellosaurus:CVCL_5J44	p53-RE-luc/A549	1	430	
cellosaurus:CVCL_KW16	PathHunter A549 IkappaB Degradation	1	431	
cellosaurus:CVCL_TZ89	SL0003	1	432	
cellosaurus:CVCL_TZ90	SL0006	1	433	
cellosaurus:CVCL_0024	SCLC-21H	0	434	
cellosaurus:CVCL_X025	SCLC-16HC	1	435	
cellosaurus:CVCL_8262	SCLC-24H	1	436	
cellosaurus:CVCL_0025	Caco-2	0	437	
cellosaurus:CVCL_1096	C2BBe1	1	438	
cellosaurus:CVCL_Z582	C2BBe2	1	439	
cellosaurus:CVCL_YP11	Caco-2 Cu Pro-R	1	440	
cellosaurus:CVCL_YP12	Caco-2 CuSO4-R	1	441	
cellosaurus:CVCL_HA82	Caco-2-RCAr clone 2	1	442	
cellosaurus:CVCL_0232	Caco-2/15	1	443	
cellosaurus:CVCL_Z578	Caco-2/3	1	444	
cellosaurus:CVCL_Z579	Caco-2/PD-10	1	445	
cellosaurus:CVCL_Z580	Caco-2/PD-7	1	446	
cellosaurus:CVCL_Z581	Caco-2/PF-11	1	447	
cellosaurus:CVCL_0233	Caco-2/TC-7	1	448	
cellosaurus:CVCL_0027	Hep-G2	0	449	
cellosaurus:CVCL_KS12	CellSensor ARE-bla Hep G2	1	450	
cellosaurus:CVCL_UK01	DPX2	1	451	
cellosaurus:CVCL_1T06	H7D7A	1	452	
cellosaurus:CVCL_1T07	H7D7B	1	453	
cellosaurus:CVCL_1T08	H7D7C	1	454	
cellosaurus:CVCL_1T09	H7D7D	1	455	
